項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"YH_KOUNYU_SHN_CD","薬品_購入_商品_コード","","","X","10","0","","","大同薬品工業","fsol20","2009/02/04 09:39:12","fsol20","2009/02/04 09:40:34"
"YH_KOUNYU_SHN_NM","薬品_購入_商品_名称","","","N","40","0","","","大同薬品工業","fsol20","2009/02/04 09:40:16","fsol20","2009/02/21 11:01:32"
"YH_NOUHIN_KBN","薬品_納品_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"YH_SIHASAKI_CD","薬品_支払先_コード","","","X","10","0","","","大同薬品工業","fsol20","2009/02/26 17:05:41","fsol20","2009/02/26 17:05:41"
"YH_SIHASAKI_NM","薬品_支払先_名称","","","N","32","0","","","大同薬品工業","fsol20","2009/02/26 17:06:31","fsol20","2009/02/26 17:06:31"
"YH_SURYOU","薬品_数量","","","9","9","3","","","大同薬品工業","fsol20","2009/02/21 11:23:42","fsol20","2009/02/21 11:23:42"
"YH_TANKA","薬品_単価","","","9","11","2","","","大同薬品工業","fsol20","2009/02/21 11:25:14","fsol20","2009/02/21 11:25:14"
"YMD","年月日","YYYYMMDD","年月日8","X","8","0","","","","sis01","2008/04/25 12:14:28","wt02","2009/10/30 16:11:13"
"YMD_HMS","年月日_時分秒","","","X","14","0","","","","wt01","2008/06/09 14:44:27","wt01","2008/06/09 14:47:39"
"YOBIDASI_NO","呼出_ＮＯ","","","X","7","0","","","","sis05","2008/06/30 18:28:49","sis05","2008/06/30 18:28:49"
"YOSIN_IN_MOTO_KBN","与信_入力_元_区分","","","X","1","0","","","","fsol10","2010/12/03 23:20:05","fsol10","2010/12/10 14:58:07"
"YOSIN_LMT_GAKU","与信_限度_額","","","9","7","0","","","","sis01","2008/04/25 12:14:28","lpa01","2008/08/18 19:10:09"
"YOSIN_LMT_GAKU_HOSOKU","与信_限度_額_補足","","","N","4","0","","","","lpa01","2008/05/13 11:03:59","lpa00","2010/03/10 13:22:00"
"YOUBI","曜日","","","9","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"YOUKI","容器","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"YOUKI_NO","容器_番号","","","9","10","0","","","","fsol10","2008/07/15 17:02:42","fsol10","2008/07/15 17:02:42"
"YOURYOU_YOUKI_BETU","容量_容器_別","","","X","30","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"YOYAKU_KBN","予約_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"YUKOU_END_BI","有効_終了_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"YUKOU_END_HIDUKE","有効_終了_日付","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"YUKOU_START_BI","有効_開始_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"YUKOU_START_HIDUKE","有効_開始_日付","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"YUSEN_NO","優先_番号","","","9","2","0","","","","base08","2008/12/08 10:04:55","base08","2008/12/08 10:04:55"
"YUSYOU_BATCH_UPDATE_DT","有償_バッチ_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 20:23:18","fsol10","2011/01/04 20:23:18"
"YUSYOU_GAMEN_UPDATE_DT","有償_画面_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 20:22:53","fsol10","2011/01/04 20:22:53"
"YUSYOU_KEIYAKU_UMU_KBN","有償_契約_有無_区分","","","X","1","0","","","","lpa00","2008/07/10 11:51:36","lpa00","2008/07/10 11:51:36"
"YUSYOU_KEIYAKU_UMU_KBN_NM","有償_契約_有無_区分_名称","","","N","4","0","","","","lpa00","2008/07/10 11:51:59","lpa00","2008/07/10 11:51:59"
"YUSYOU_MUSYOU_KBN","有償_無償_区分","","","X","1","0","","","","fsol05","2009/04/13 16:17:02","fsol05","2009/04/13 16:17:02"
"ZAN_DAISU","残_台数","","","9","3","0","","","","fsol05","2009/04/13 21:35:30","fsol05","2009/04/13 21:35:30"
"ZAN_DAISU_UMU_KBN","残_台数_有無_区分","","","X","1","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"ZAN12","残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZANDAKA_CALC_KBN","残高_計算_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZANSAI_KAISU","残債_回数","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZANSAI_KINGAKU","残債_金額","","","9","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZANSAI_RENTAL_KBN","残債_レンタル_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZEIKOMI_LEASERYOU","税込_リース料","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZEIKOMI_RE_LEASERYOU","税込_再_リース料","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZEINUKI_HANSOKU_HIYOU","税抜_販促_費用","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZEINUKI_HANSOKU_HIYOU_GOUKEI","税抜_販促_費用_合計","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZEINUKI_KIN12","税抜_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENGETU_END_BI","前月_終了_日","","","X","8","0","","","","fsol05","2009/04/13 13:47:06","fsol05","2009/04/13 13:47:06"
"ZENGETU_GOUKEI_SEIKYU_KIN12","前月_合計_請求_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENGETU_SEIKYU_KIN12","前月_請求_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENGETU_URIKAKE_ZAN12","前月_売掛_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENGETU_ZAN12","前月_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_DAITAI_KAKUNIN_NO","前回_代替_確認_番号","","","X","9","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_DAITAI_KANRI_HYOU_NO","前回_代替_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_DAITAI_KIBAN","前回_代替_機番","","","X","15","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_DAITAI_KISYU","前回_代替_機種","","","X","20","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_DAITAI_SETTI_BI","前回_代替_設置_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_DENPYOU_NO","前回_伝票_番号","","","X","10","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_KIZITU","前回_期日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_KURIKOSI_KINGAKU","前回_繰越_金額","KINGAKU8","金額8","9","8","0","","","","sis05","2008/07/02 10:25:16","wt02","2009/10/30 16:11:59"
"ZENKAI_NOUHIN_BI","前回_納品_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_NOUHIN_KINGAKU","前回_納品_金額","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_SEIBI_BI","前回_整備_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_SEIKYU_KIN12","前回_請求_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_SIME_YMD","前回_締_年月日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_SYORI_DT","前回_処理_日時","","","X","19","0","","","","fsol14","2008/10/03 16:24:00","fsol14","2008/10/03 16:24:00"
"ZENKAI_SYURI_BI","前回_修理_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_TOK_CD","前回_得意先_コード","","","X","7","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_TOK_NM_RYAKU","前回_得意先_名称_略","","","N","30","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"ZENKAI_URIKAKE_ZAN12","前回_売掛_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENKAI_URIKAKE_ZANDAKA","前回_売掛_残高","KINGAKU8","金額8","9","8","0","","","","sis05","2008/07/07 15:30:58","wt02","2009/10/30 16:12:29"
"ZENKAI_ZAN12","前回_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZENSYA_SETTEI_KANOU_KBN","全社_設定_可能_区分","","","X","1","0","","","","fsol14","2009/01/26 18:32:51","fsol14","2009/01/26 18:32:51"
"ZENSYA_TORIATUKAI_KBN","全社_取扱_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:27","sis01","2008/04/25 12:14:27"
"ZIBUSYO_HURIWAKE_KIN12","自部署_振分_金額12","","","9","12","0","","","","fsol10","2011/01/04 17:21:34","fsol10","2011/01/04 17:21:34"
"ZIBUSYO_HURIWAKE_KIN12_GOUKEI","自部署_振分_金額12_合計","","","9","12","0","","","","fsol10","2011/01/11 09:34:34","fsol10","2011/01/11 09:34:34"
"ZIBUSYO_TABUSYO_KBN","自部署_他部署_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol10","2010/11/05 16:03:17"
"ZIBUSYO_TABUSYO_NM","自部署_他部署_名称","","","N","16","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZIDOU_KEIZOKU_KAISU","自動_継続_回数","","","9","2","0","","","","fsol07","2011/01/28 19:33:39","fsol07","2011/01/28 19:33:39"
"ZIDOU_KEIZOKU_KBN","自動_継続_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"ZIDOU_KEIZOKU_KBN_NM","自動_継続_区分_名称","","","N","6","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZIDOU_KEIZOKU_SETTEI_KBN","自動_継続_設定_区分","","","X","1","0","","","0:設定不可 1:設定可","fsol07","2011/02/24 19:01:16","fsol07","2011/02/24 19:01:16"
"ZIDOU_SAIBAN_KBN","自動_採番_区分","","","X","1","0","","","","fsol05","2009/04/13 14:57:39","fsol05","2009/04/13 14:57:39"
"ZIDOU_SINSEI_KBN","自動_申請_区分","","","X","1","0","","","","base01","2008/11/10 11:42:59","base01","2008/11/10 11:42:59"
"ZIHANKI_BAIKA_ZYOUKEN_CD","自販機_売価_条件_コード","TORIHIKI_ZYOUKEN_CD","取引条件コード","X","4","0","","","","lpa01","2008/05/26 13:30:33","wt02","2009/10/30 16:13:11"
"ZIHANKI_DAISU","自販機_台数","","","9","3","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_HIKIWATASI_NO","自販機_引渡_番号","","","X","11","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_IKAN_DAISU","自販機_移管_台数","","","9","6","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_KANRI_HYOU_NO","自販機_管理_票_番号","","","X","7","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZIHANKI_KBN","自販機_区分","","","X","2","0","","","","fsol05","2009/04/13 21:23:59","fsol05","2009/04/13 21:23:59"
"ZIHANKI_KIBAN","自販機_機番","","","X","15","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZIHANKI_KISYU","自販機_機種","","","X","20","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZIHANKI_MAKER_CD","自販機_メーカー_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_MAKER_NM","自販機_メーカー_名称","","","N","40","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_PASS_A","自販機_パスワード_Ａ","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZIHANKI_PASS_B","自販機_パスワード_Ｂ","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZIHANKI_SETTI_KBN","自販機_設置_区分","","","X","1","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"ZIHANKI_SETTI_KBN_NM","自販機_設置_区分_名称","","","N","4","0","","","","lpa00","2008/07/10 10:47:51","lpa00","2008/07/10 10:47:51"
"ZIHANKI_UMU_KBN","自販機_有無_区分","","","X","1","0","","","","lpa00","2008/07/10 12:03:15","lpa00","2008/07/10 12:03:15"
"ZIHANKI_UMU_KBN_NM","自販機_有無_区分_名称","","","N","4","0","","","","lpa00","2008/07/10 12:03:39","lpa00","2008/07/10 12:03:39"
"ZIHANKI_ZYUKI_KBN","自販機_什器_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIHANKI_ZYUKI_KBN_NM","自販機_什器_区分_名称","","","N","6","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"ZIKAI_HOUMON_BI","次回_訪問_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKKOU_KADOU_NISSU","実行_稼働_日数","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKKOU_KBN","実行_区分","","","X","1","0","","","","fsol09","2009/03/04 10:27:06","fsol09","2009/03/04 10:27:06"
"ZIKKOU_PATTERN","実行_パッタン","","","9","1","0","","","","base08","2009/04/17 17:01:25","base08","2009/04/17 17:01:25"
"ZIKO_HASSEI_BI","事故_発生_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKO_HASSEI_ZIKOKU","事故_発生_時刻","","","X","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKO_HOUKOKU_BUSYO_CD","事故_報告_部署_コード","","","X","5","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZIKO_HOUKOKU_BUSYO_NM_RYAKU","事故_報告_部署_名称_略","","","N","20","0","","","","fsol07","2011/01/26 19:35:36","fsol07","2011/01/26 19:39:25"
"ZIKO_HOUKOKUSYO_NO","事故_報告書_番号","","","X","11","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKO_HOUKOKUSYO_NO_IN","事故_報告書_番号_入力","","","X","9","0","","","","fsol05","2009/03/26 20:22:29","fsol05","2009/03/26 20:22:29"
"ZIKO_HUTAN_KBN","事故_負担_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKO_HUTAN_KBN_NM","事故_負担_区分_名称","","","N","40","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"ZIKO_NAIYOU_KBN","事故_内容_区分","","","X","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIKO_NAIYOU_NM","事故_内容_名称","","","N","20","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZIMU_TANTOU_SYA_CD","事務_担当_者_コード","SYAIN_CD","社員コード","X","7","0","","","","lpa01","2008/04/24 15:36:50","wt02","2009/10/30 16:13:56"
"ZIMU_TANTOU_SYA_NM","事務_担当_者_名称","","","N","30","0","","","","lpa01","2008/04/24 15:37:24","lpa01","2008/08/26 12:22:01"
"ZINZI_RENKEI_KBN","人事_連携_区分","","","X","1","0","","","","fsol10","2008/04/22 09:36:11","sis02","2008/04/25 13:38:12"
"ZISYA_HATARI","自社_本当り","TANKA","単価","9","8","2","","","","lpa01","2008/06/02 13:19:12","wt02","2009/10/30 16:14:38"
"ZISYA_NO","自社_番号","","","X","3","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZISYA_TEIRITU","自社_定率","REBETE_RITU","リベート率","9","4","2","","","","lpa01","2008/06/02 13:22:28","wt02","2009/10/30 16:15:28"
"ZITU_NYUKIN_KIN12","実_入金_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZITU_SIHA_BI","実_支払_日","YYYYMMDD","年月日8","X","8","0","","","","base01","2008/11/20 21:10:43","wt02","2009/10/30 16:16:31"
"ZITU_SIME_SYORI_YMD","実_締_処理_年月日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZITU_SIME_YMD","実_締_年月日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZITUKADOU_KBN","実稼働_区分","","","X","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZUIZI_TOK_NM","随時_得意先_名称","","","N","80","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUI_TYOUAI_SAKI_CD","上位_帳合_先_コード","","","X","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUI_TYOUAI_SAKI_NM","上位_帳合_先_名称","","","N","80","0","","","","fsol12","2011/03/04 18:14:44","fsol12","2011/03/04 18:14:44"
"ZYOUKEN_HENKOU_BI","条件_変更_日","YYYYMMDD","年月日8","X","8","0","","","","lpa02","2008/10/23 10:39:18","wt02","2009/10/30 16:17:33"
"ZYOUKEN_HIRITU","条件_比率","","","9","5","2","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_HIRITU_KBN","条件_比率_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_SIKI_KBN","条件_式_区分","","","X","2","0","","","","wt01","2008/07/29 14:45:26","wt01","2008/07/29 14:45:26"
"ZYOUKEN_SURYOU","条件_数量","","","9","6","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_TANKA","条件_単価","","","9","8","2","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_TANKA_KBN","条件_単価_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_TEKIYOU_END_BI","条件_適用_終了_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_TEKIYOU_KBN","条件_適用_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYOUKEN_TEKIYOU_START_BI","条件_適用_開始_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"ZYUKI_IKAN_DAISU","什器_移管_台数","","","9","6","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZYUKI_KANRI_HYOU_NO","什器_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZYUKI_SYURUI_CD","什器_種類_コード","","","X","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZYUKI_SYURUI_NM","什器_種類_名称","","","N","20","0","","","","fsol05","2009/04/13 21:48:19","fsol05","2009/04/13 22:01:22"
"ZYUKI_TOUROKU_KBN","什器_登録_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"ZYURYOU_BI","受領_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_BUSYO_CD","受領_部署_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_BUSYO_NM_RYAKU","受領_部署_名称_略","","","N","20","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_KBN","受領_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZYURYOU_KBN_REBATE","受領_区分_リベート","","","X","1","0","","","","lpa03","2008/12/05 13:58:36","lpa03","2008/12/05 13:58:36"
"ZYURYOU_KEIZYOU_BUSYO_CD","受領_計上_部署_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_KEIZYOU_KAISYA_CD","受領_計上_会社_コード","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_KEIZYOU_KEIRI_CD","受領_計上_経理_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_KENSU","受領_件数","","","9","3","0","","","","lpa02","2008/05/30 17:12:02","lpa02","2008/05/30 17:12:02"
"ZYURYOU_SINSEI_NO","受領_申請_番号","","","X","16","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYURYOU_STS","受領_状態","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"ZYUSYO","住所","","","N","50","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"ZYUSYO_COPY","住所_コピー","","","F","0","0","","","","lpa01","2008/08/19 13:04:58","lpa01","2008/08/19 13:04:58"
"ZYUSYO1","住所１","","","N","40","0","","","","fsol04","2008/04/21 11:58:03","fsol09","2008/04/28 08:26:16"
"ZYUSYO2","住所２","","","N","40","0","","","","fsol10","2008/04/22 23:10:43","fsol09","2008/05/09 08:56:54"
