エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZT_TYOUMAEKANRI_HED","長期前払金管理データ_ヘッダ","PK_ZT_TYOUMAEKANRI_HED","PK長期前払金管理データ_ヘッダ","PK","KINGAKU_MEI_NO","金額_明細_番号","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/09 18:43:29"
"ZT_TYOUMAEKANRI_MEI1","長期前払金管理データ_明細1","PK_ZT_TYOUMAEKANRI_MEI1","PK長期前払金管理データ_明細1","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:58"
"ZT_TYOUMAEKANRI_MEI1","長期前払金管理データ_明細1","PK_ZT_TYOUMAEKANRI_MEI1","PK長期前払金管理データ_明細1","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:58"
"ZT_TYOUMAEKANRI_MEI1","長期前払金管理データ_明細1","PK_ZT_TYOUMAEKANRI_MEI1","PK長期前払金管理データ_明細1","PK","KINGAKU_MEI_NO","金額_明細_番号","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:58"
"ZT_TYOUMAEKANRI_MEI1","長期前払金管理データ_明細1","PK_ZT_TYOUMAEKANRI_MEI1","PK長期前払金管理データ_明細1","PK","SIME_YMD","締_年月日","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:58"
"ZT_TYOUMAEKANRI_MEI2","長期前払金管理データ_明細2","PK_ZT_TYOUMAEKANRI_MEI2","PK長期前払金管理データ_明細2","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:22:08"
"ZT_TYOUMAEKANRI_MEI2","長期前払金管理データ_明細2","PK_ZT_TYOUMAEKANRI_MEI2","PK長期前払金管理データ_明細2","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:22:08"
"ZT_TYOUMAEKANRI_MEI2","長期前払金管理データ_明細2","PK_ZT_TYOUMAEKANRI_MEI2","PK長期前払金管理データ_明細2","PK","KINGAKU_MEI_NO","金額_明細_番号","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:22:08"
"ZT_TYOUMAEKANRI_MEI2","長期前払金管理データ_明細2","PK_ZT_TYOUMAEKANRI_MEI2","PK長期前払金管理データ_明細2","PK","SIME_YMD","締_年月日","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:22:08"
"ZT_ZUIZIS_SINSEI_HED","随時支払依頼申請データ_ヘッダ","PK_ZT_ZUIZIS_SINSEI_HED","PK随時支払依頼申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 19:57:22"
"ZT_ZUIZIS_SINSEI_MEI","随時支払依頼申請データ_明細","PK_ZT_ZUIZIS_SINSEI_MEI","PK随時支払依頼申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/09 09:16:11"
"ZT_ZUIZIS_SINSEI_MEI","随時支払依頼申請データ_明細","PK_ZT_ZUIZIS_SINSEI_MEI","PK随時支払依頼申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/09 09:16:11"
"ZT_CARD_AZUKARIKIN_RUI","カード預り金累積データ","XPKZT_CARD_AZUKARIKIN_RUI","XPKカード預り金累積データ","PK","TOK_CD","得意先_コード","1","fsol12","2011/01/24 21:10:15","fsol12","2011/03/09 09:57:12"
"ZT_CARD_AZUKARIKIN_RUI","カード預り金累積データ","XPKZT_CARD_AZUKARIKIN_RUI","XPKカード預り金累積データ","PK","SIME_YMD","締_年月日","2","fsol12","2011/01/24 21:10:15","fsol12","2011/03/09 09:57:12"
"ZT_CARD_AZUKARIKIN_RUI","カード預り金累積データ","XPKZT_CARD_AZUKARIKIN_RUI","XPKカード預り金累積データ","PK","DENPYOU_BI","伝票_日","3","fsol12","2011/01/24 21:10:15","fsol12","2011/03/09 09:57:12"
"ZT_FO_AZUKARIKIN","フルオペ預り金データ","XPKZT_FO_AZUKARIKIN_MEI","XPKフルオペ預り金データ_明細","PK","SEIKYU_SAKI_CD","請求_先_コード","1","fsol05","2010/10/07 19:54:56","fsol12","2011/03/09 10:06:05"
"ZT_FO_AZUKARIKIN","フルオペ預り金データ","XPKZT_FO_AZUKARIKIN_MEI","XPKフルオペ預り金データ_明細","PK","TOK_CD","得意先_コード","2","fsol12","2011/01/18 19:12:11","fsol12","2011/03/09 10:06:05"
"ZT_FO_AZUKARIKIN","フルオペ預り金データ","XPKZT_FO_AZUKARIKIN_MEI","XPKフルオペ預り金データ_明細","PK","LOCATION_CD","ロケーション_コード","3","fsol12","2011/01/18 19:13:09","fsol12","2011/03/09 10:06:05"
"ZT_FO_AZUKARIKIN","フルオペ預り金データ","XPKZT_FO_AZUKARIKIN_MEI","XPKフルオペ預り金データ_明細","PK","FO_AZUKARIKIN_SIME_YMD","フルオペ_預り金_締_年月日","4","fsol12","2011/01/26 00:28:09","fsol12","2011/03/09 10:06:05"
"ZT_FO_AZUKARIKIN","フルオペ預り金データ","XPKZT_FO_AZUKARIKIN_MEI","XPKフルオペ預り金データ_明細","PK","URI_BI","売上_日","5","fsol12","2011/01/24 21:30:00","fsol12","2011/03/09 10:06:05"
"ZT_SK_DAIKOU_SEIKYU_HED","総括代行分請求データ_ヘッダ","XPKZT_SK_DAIKOU_SEIKYU_HED","XPK総括代行分請求データ_ヘッダ","PK","YOBIDASI_NO","呼出_ＮＯ","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:13"
"ZT_SK_DAIKOU_SEIKYU_HED","総括代行分請求データ_ヘッダ","XPKZT_SK_DAIKOU_SEIKYU_HED","XPK総括代行分請求データ_ヘッダ","PK","LOCATION_CD","ロケーション_コード","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:13"
"ZT_SK_DAIKOU_SEIKYU_HED","総括代行分請求データ_ヘッダ","XPKZT_SK_DAIKOU_SEIKYU_HED","XPK総括代行分請求データ_ヘッダ","PK","LOCATION_SIME_YMD","ロケーション_締_年月日","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:13"
"ZT_SK_DAIKOU_SEIKYU_MEI","総括代行分請求データ_明細","XPKZT_SK_DAIKOU_SEIKYU_MEI","XPK総括代行分請求データ_明細","PK","YOBIDASI_NO","呼出_ＮＯ","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:21"
"ZT_SK_DAIKOU_SEIKYU_MEI","総括代行分請求データ_明細","XPKZT_SK_DAIKOU_SEIKYU_MEI","XPK総括代行分請求データ_明細","PK","LOCATION_CD","ロケーション_コード","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:21"
"ZT_SK_DAIKOU_SEIKYU_MEI","総括代行分請求データ_明細","XPKZT_SK_DAIKOU_SEIKYU_MEI","XPK総括代行分請求データ_明細","PK","LOCATION_SIME_YMD","ロケーション_締_年月日","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:21"
"ZT_SK_DAIKOU_SEIKYU_MEI","総括代行分請求データ_明細","XPKZT_SK_DAIKOU_SEIKYU_MEI","XPK総括代行分請求データ_明細","PK","BAIKA","売価","4","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:21"
"ZT_SK_SEIKYU_KAKUTEI_HED","総括請求確定データ_ヘッダ","XPKZT_SK_SEIKYU_KAKUTEI_HED","XPK総括請求確定データ_ヘッダ","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:28"
"ZT_SK_SEIKYU_KAKUTEI_HED","総括請求確定データ_ヘッダ","XPKZT_SK_SEIKYU_KAKUTEI_HED","XPK総括請求確定データ_ヘッダ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:28"
"ZT_SK_SEIKYU_KAKUTEI_HED","総括請求確定データ_ヘッダ","XPKZT_SK_SEIKYU_KAKUTEI_HED","XPK総括請求確定データ_ヘッダ","PK","SEIKYU_SAKI_CD","請求_先_コード","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:28"
"ZT_SK_SEIKYU_KAKUTEI_MEI1","総括請求確定データ_明細1","XPKZT_SK_SEIKYU_KAKUTEI_MEI1","XPK総括請求確定データ_明細1","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:36"
"ZT_SK_SEIKYU_KAKUTEI_MEI1","総括請求確定データ_明細1","XPKZT_SK_SEIKYU_KAKUTEI_MEI1","XPK総括請求確定データ_明細1","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:36"
"ZT_SK_SEIKYU_KAKUTEI_MEI1","総括請求確定データ_明細1","XPKZT_SK_SEIKYU_KAKUTEI_MEI1","XPK総括請求確定データ_明細1","PK","SEIKYU_SAKI_CD","請求_先_コード","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:36"
"ZT_SK_SEIKYU_KAKUTEI_MEI1","総括請求確定データ_明細1","XPKZT_SK_SEIKYU_KAKUTEI_MEI1","XPK総括請求確定データ_明細1","PK","TOK_CD","得意先_コード","4","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:36"
"ZT_SK_SEIKYU_KAKUTEI_MEI1","総括請求確定データ_明細1","XPKZT_SK_SEIKYU_KAKUTEI_MEI1","XPK総括請求確定データ_明細1","PK","LOCATION_CD","ロケーション_コード","5","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:36"
"ZT_SK_SEIKYU_KAKUTEI_MEI2","総括請求確定データ_明細2","XPKZT_SK_SEIKYU_KAKUTEI_MEI2","XPK総括請求確定データ_明細2","PK","YOBIDASI_NO","呼出_ＮＯ","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:42"
"ZT_SK_SEIKYU_KAKUTEI_MEI2","総括請求確定データ_明細2","XPKZT_SK_SEIKYU_KAKUTEI_MEI2","XPK総括請求確定データ_明細2","PK","LOCATION_CD","ロケーション_コード","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:42"
"ZT_SK_SEIKYU_KAKUTEI_MEI2","総括請求確定データ_明細2","XPKZT_SK_SEIKYU_KAKUTEI_MEI2","XPK総括請求確定データ_明細2","PK","LOCATION_SIME_YMD","ロケーション_締_年月日","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:42"
"ZT_SK_SEIKYU_KAKUTEI_MEI2","総括請求確定データ_明細2","XPKZT_SK_SEIKYU_KAKUTEI_MEI2","XPK総括請求確定データ_明細2","PK","BAIKA","売価","4","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:42"
"ZT_SK_SEIKYU_NYUKIN","総括先請求入金データ","XPKZT_SK_SEIKYU_NYUKIN","XPK総括先請求入金データ","PK","SEIKYU_SAKI_CD","請求_先_コード","1","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:50"
"ZT_SK_SEIKYU_NYUKIN","総括先請求入金データ","XPKZT_SK_SEIKYU_NYUKIN","XPK総括先請求入金データ","PK","TOK_CD","得意先_コード","2","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:50"
"ZT_SK_SEIKYU_NYUKIN","総括先請求入金データ","XPKZT_SK_SEIKYU_NYUKIN","XPK総括先請求入金データ","PK","LOCATION_CD","ロケーション_コード","3","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:50"
"ZT_SK_SEIKYU_NYUKIN","総括先請求入金データ","XPKZT_SK_SEIKYU_NYUKIN","XPK総括先請求入金データ","PK","SYORI_BI","処理_日","4","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:50"
"ZT_SK_SEIKYU_NYUKIN","総括先請求入金データ","XPKZT_SK_SEIKYU_NYUKIN","XPK総括先請求入金データ","PK","TOUROKU_NO","登録_番号","5","fsol05","2010/10/07 19:54:57","fsol12","2011/03/09 10:06:50"
"ZT_TEIZIJ_SINSEI_HED","覚書総括支払申請データ_ヘッダ","PK_ZT_TEIZIJ_SINSEI_HED","PK覚書総括支払申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","fsol12","2011/03/09 09:59:20"
"ZT_TEIZIJ_SINSEI_MEI","覚書総括支払申請データ_明細","PK_ZT_TEIZIJ_SINSEI_MEI","PK覚書総括支払申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","lpa00","2011/03/22 09:37:58"
"ZT_TEIZIJ_SINSEI_MEI","覚書総括支払申請データ_明細","PK_ZT_TEIZIJ_SINSEI_MEI","PK覚書総括支払申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:24","lpa00","2011/03/22 09:37:58"
"ZT_URI_HOUKOKU_BAIKA_HIS","売上報告（売価）データ_履歴","XPKZT_URI_HOUKOKU_BAIKA_HIS","XPK売上報告（売価）データ_履歴","PK","LOCATION_CD","ロケーション_コード","1","fsol23","2011/02/25 10:25:11","fsol12","2011/03/09 10:07:34"
"ZT_URI_HOUKOKU_BAIKA_HIS","売上報告（売価）データ_履歴","XPKZT_URI_HOUKOKU_BAIKA_HIS","XPK売上報告（売価）データ_履歴","PK","BAIKA","売価","2","fsol23","2011/02/25 10:25:11","fsol12","2011/03/09 10:07:34"
"ZT_ZUIZID_SINSEI_HED","フルオペ預り金支払申請データ_ヘッダ","XPKZT_ZUIZID_SINSEI_HED","XPKフルオペ預り金支払申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol12","2011/01/28 19:21:22","fsol12","2011/03/09 09:59:47"
"ZT_ZUIZID_SINSEI_HED","フルオペ預り金支払申請データ_ヘッダ","XPKZT_ZUIZID_SINSEI_HED","XPKフルオペ預り金支払申請データ_ヘッダ","PK","SIME_YMD","締_年月日","2","fsol12","2011/01/28 19:21:22","fsol12","2011/03/09 09:59:47"
"ZT_ZUIZID_SINSEI_HED","フルオペ預り金支払申請データ_ヘッダ","XPKZT_ZUIZID_SINSEI_HED","XPKフルオペ預り金支払申請データ_ヘッダ","PK","SEIKYU_SAKI_CD","請求_先_コード","3","fsol12","2011/01/28 19:21:22","fsol12","2011/03/09 09:59:47"
"ZT_ZUIZID_SINSEI_MEI1","フルオペ預り金支払申請データ_明細1","XPKZT_ZUIZID_SINSEI_MEI1","XPKフルオペ預り金支払申請データ_明細1","PK","SINSEI_NO","申請_番号","1","fsol12","2011/01/28 19:26:10","lpa03","2011/03/18 16:44:06"
"ZT_ZUIZID_SINSEI_MEI1","フルオペ預り金支払申請データ_明細1","XPKZT_ZUIZID_SINSEI_MEI1","XPKフルオペ預り金支払申請データ_明細1","PK","TOK_CD","得意先_コード","2","fsol12","2011/01/28 19:26:10","lpa03","2011/03/18 16:44:06"
"ZT_ZUIZID_SINSEI_MEI1","フルオペ預り金支払申請データ_明細1","XPKZT_ZUIZID_SINSEI_MEI1","XPKフルオペ預り金支払申請データ_明細1","PK","LOCATION_CD","ロケーション_コード","3","fsol12","2011/01/28 19:26:10","lpa03","2011/03/18 16:44:06"
"ZT_ZUIZID_SINSEI_MEI2","フルオペ預り金支払申請データ_明細2","XPKZT_ZUIZID_SINSEI_MEI2","XPKフルオペ預り金支払申請データ_明細2","PK","SINSEI_NO","申請_番号","1","fsol12","2011/01/28 19:27:50","fsol12","2011/03/09 09:59:59"
"ZT_ZUIZID_SINSEI_MEI2","フルオペ預り金支払申請データ_明細2","XPKZT_ZUIZID_SINSEI_MEI2","XPKフルオペ預り金支払申請データ_明細2","PK","TOK_CD","得意先_コード","2","fsol12","2011/01/28 19:27:50","fsol12","2011/03/09 09:59:59"
"ZT_ZUIZID_SINSEI_MEI2","フルオペ預り金支払申請データ_明細2","XPKZT_ZUIZID_SINSEI_MEI2","XPKフルオペ預り金支払申請データ_明細2","PK","LOCATION_CD","ロケーション_コード","3","fsol12","2011/01/28 19:27:50","fsol12","2011/03/09 09:59:59"
"ZT_ZUIZID_SINSEI_MEI2","フルオペ預り金支払申請データ_明細2","XPKZT_ZUIZID_SINSEI_MEI2","XPKフルオペ預り金支払申請データ_明細2","PK","FO_AZUKARIKIN_SIME_YMD","フルオペ_預り金_締_年月日","4","fsol12","2011/02/08 13:42:06","fsol12","2011/03/09 09:59:59"
"ZT_ZUIZID_SINSEI_MEI2","フルオペ預り金支払申請データ_明細2","XPKZT_ZUIZID_SINSEI_MEI2","XPKフルオペ預り金支払申請データ_明細2","PK","URI_BI","売上_日","5","fsol12","2011/01/28 19:27:50","fsol12","2011/03/09 09:59:59"
"ZT_ZUIZID_SINSEI_MEI3","フルオペ預り金支払申請データ_明細3","XPKZT_ZUIZID_SINSEI_MEI3","XPKフルオペ預り金支払申請データ_明細3","PK","SINSEI_NO","申請_番号","1","fsol12","2011/01/28 19:32:22","lpa03","2011/03/18 16:44:32"
"ZT_ZUIZID_SINSEI_MEI3","フルオペ預り金支払申請データ_明細3","XPKZT_ZUIZID_SINSEI_MEI3","XPKフルオペ預り金支払申請データ_明細3","PK","TOK_CD","得意先_コード","2","fsol12","2011/01/28 19:32:22","lpa03","2011/03/18 16:44:32"
"ZT_ZUIZID_SINSEI_MEI3","フルオペ預り金支払申請データ_明細3","XPKZT_ZUIZID_SINSEI_MEI3","XPKフルオペ預り金支払申請データ_明細3","PK","LOCATION_CD","ロケーション_コード","3","fsol12","2011/01/28 19:32:22","lpa03","2011/03/18 16:44:32"
"ZT_ZUIZID_SINSEI_MEI3","フルオペ預り金支払申請データ_明細3","XPKZT_ZUIZID_SINSEI_MEI3","XPKフルオペ預り金支払申請データ_明細3","PK","SIWAKE_DENPYOU_SYURUI","仕訳_伝票_種類","4","fsol12","2011/01/28 19:32:22","lpa03","2011/03/18 16:44:32"
"ZT_ZUIZID_SINSEI_MEI3","フルオペ預り金支払申請データ_明細3","XPKZT_ZUIZID_SINSEI_MEI3","XPKフルオペ預り金支払申請データ_明細3","PK","SIWAKE_BUNRUI","仕訳_分類","5","fsol12","2011/01/28 19:32:22","lpa03","2011/03/18 16:44:32"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","CLIENT_IP","クライアント_ＩＰ","1","fsol12","2011/01/28 19:34:19","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","LOGIN_USER_ID","ログイン_ユーザ_ＩＤ","2","fsol12","2011/01/28 19:34:19","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","KINOU_ID","機能_ＩＤ","3","fsol12","2011/02/10 17:31:42","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","SEIKYU_SAKI_CD","請求_先_コード","4","fsol07","2011/02/24 21:34:23","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","TOK_CD","得意先_コード","5","fsol12","2011/01/28 19:34:19","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","LOCATION_CD","ロケーション_コード","6","fsol12","2011/01/28 19:34:19","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","FO_AZUKARIKIN_SIME_YMD","フルオペ_預り金_締_年月日","7","fsol12","2011/02/08 13:51:35","lpa03","2011/03/16 16:06:10"
"ZW_FO_AZUKARIKIN_SIHA","フルオペ預り金支払データワーク","XPKZW_FO_AZUKARIKIN_SIHA","XPKフルオペ預り金支払データ_ワーク","PK","URI_BI","売上_日","8","fsol12","2011/01/28 19:34:19","lpa03","2011/03/16 16:06:10"
"ZW_HUTAN_INFO","負担情報ワーク","PK_ZW_HUTAN_INFO","PK負担情報ワーク","PK","KINOU_ID","機能_ＩＤ","1","fsol07","2011/01/25 20:32:54","fsol07","2011/03/08 20:32:55"
"ZW_HUTAN_INFO","負担情報ワーク","PK_ZW_HUTAN_INFO","PK負担情報ワーク","PK","CLIENT_IP","クライアント_ＩＰ","2","fsol07","2011/01/25 20:32:54","fsol07","2011/03/08 20:32:55"
"ZW_HUTAN_INFO","負担情報ワーク","PK_ZW_HUTAN_INFO","PK負担情報ワーク","PK","LOGIN_USER_ID","ログイン_ユーザ_ＩＤ","3","fsol07","2011/01/25 20:32:54","fsol07","2011/03/08 20:32:55"
"ZW_HUTAN_INFO","負担情報ワーク","PK_ZW_HUTAN_INFO","PK負担情報ワーク","PK","MEI_NO","明細_番号","4","fsol07","2011/01/25 20:32:54","fsol07","2011/03/08 20:32:55"
"ZW_HUTAN_INFO","負担情報ワーク","PK_ZW_HUTAN_INFO","PK負担情報ワーク","PK","HUTAN_MEI_NO","負担_明細_番号","5","fsol07","2011/01/25 20:32:54","fsol07","2011/03/08 20:32:55"
"ZW_MAEBARAIHIYOU_ITIRAN","前払費用一覧帳票ワーク","IX_ZW_MAEBARAIHIYOU_ITIRAN01","IX前払費用一覧ワーク01","IE","CLIENT_IP","クライアント_ＩＰ","1","fsol07","2011/01/26 13:06:51","fsol07","2011/01/26 13:06:51"
"ZW_MAEBARAIHIYOU_ITIRAN","前払費用一覧帳票ワーク","IX_ZW_MAEBARAIHIYOU_ITIRAN01","IX前払費用一覧ワーク01","IE","LOGIN_USER_ID","ログイン_ユーザ_ＩＤ","2","fsol07","2011/01/26 13:06:51","fsol07","2011/01/26 13:06:51"
"ZW_WF_PRT_KYOUTU","WF印刷共通ワーク","PK_ZW_WF_PRT_KYOUTU","PKWF印刷共通ワーク","PK","KINOU_ID","機能_ＩＤ","1","fsol07","2011/01/25 19:50:58","fsol07","2011/03/08 20:33:16"
"ZW_WF_PRT_KYOUTU","WF印刷共通ワーク","PK_ZW_WF_PRT_KYOUTU","PKWF印刷共通ワーク","PK","CLIENT_IP","クライアント_ＩＰ","2","fsol07","2011/01/25 19:52:46","fsol07","2011/03/08 20:33:16"
"ZW_WF_PRT_KYOUTU","WF印刷共通ワーク","PK_ZW_WF_PRT_KYOUTU","PKWF印刷共通ワーク","PK","LOGIN_USER_ID","ログイン_ユーザ_ＩＤ","3","fsol07","2011/01/25 19:50:58","fsol07","2011/03/08 20:33:16"
"ZW_WF_PRT_KYOUTU","WF印刷共通ワーク","PK_ZW_WF_PRT_KYOUTU","PKWF印刷共通ワーク","PK","SINSEI_NO","申請_番号","4","fsol07","2011/01/25 19:50:58","fsol07","2011/03/08 20:33:16"
"ZM_YH_KAMOKU","大同薬品科目マスタ","XPKZM_YH_KAMOKU","XPK大同薬品科目マスタ","PK","KAMOKU_CD","科目_コード","1","fsol20","2009/02/24 18:59:25","fsol20","2009/02/26 17:09:50"
"ZM_YH_SAIMOKU","大同薬品細目マスタ","XPKZM_YH_SAIMOKU","XPK大同薬品細目マスタ","PK","KAMOKU_CD","科目_コード","1","fsol20","2009/02/24 18:57:46","fsol20","2009/02/28 16:29:32"
"ZM_YH_SAIMOKU","大同薬品細目マスタ","XPKZM_YH_SAIMOKU","XPK大同薬品細目マスタ","PK","SAIMOKU_CD","細目_コード","2","fsol20","2009/02/24 18:57:46","fsol20","2009/02/28 16:29:32"
"ZM_YH_SYOUHIN","薬品購入商品マスタ","XPKZM_YH_SYOUHIN","XPK薬品購入商品マスタ","PK","YH_KOUNYU_SHN_CD","薬品_購入_商品_コード","1","fsol20","2009/02/09 13:26:27","fsol20","2009/02/26 17:21:18"
"ZT_MIHARAI_ZANDAKA","未払金残高テーブル","XPKZT_MIHARAI_ZANDAKA","XPK未払金残高テーブル","PK","KEIZYOU_YM","計上_年月","1","fsol20","2009/02/09 14:10:16","fsol20","2009/02/26 17:08:37"
