コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"請求先支払先対応コードビュー01","4","220","支払先名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","5","0","振込手数料区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","6","110","振込手数料区分","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","7","80","部署コード","0","6","5","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","8","220","部署名","0","7","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","9","0","出力番号","0","0","0","0","1","","","","","","","00","0","","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"支払先コードビュー02","1","80","支払先コード","1","1","7","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","2","200","支払先名","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","3","50","締日","0","3","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","4","50","支払サイクル","0","4","0","0","0","","","","","","","14","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","5","50","支払日","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","6","0","振込指定用紙区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","7","0","銀行コード","0","0","8","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","8","200","銀行名","0","6","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","9","0","銀行支店コード","0","0","9","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","10","200","銀行支店名","0","7","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","11","0","口座種別","0","0","4","20","0","","CMB","コンボボックス","SB1","COD_KOUZA_SYUBETU_KBN01","口座種別区分01","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","12","80","口座種別","0","8","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","13","80","口座番号","0","9","5","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","14","0","口座名義人","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:22:28","lpa00","2011/04/05 14:18:00"
"支払先コードビュー02","15","0","対象日","0","0","6","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","lpa00","2011/03/22 14:33:59","lpa00","2011/04/05 14:18:00"
"社員兼務コードビュー01","1","63","社員コード","1","4","4","1","3","","TXT","テキストボックス","SB","","","00","2","オフ","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","2","192","社員名称","0","5","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","3","0","","0","0","0","0","0","","","","","","","00","0","","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","4","65","部署コード","0","1","1","1","1","","TXT","テキストボックス","SB","","","00","2","オフ","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","5","122","部署名称略称","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt01","2008/08/25 21:53:27","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","6","0","","0","0","0","0","0","","","","","","","00","0","","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","7","252","役職名称","0","3","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","8","0","","0","0","0","0","0","","","","","","","00","0","","wt01","2008/07/04 13:50:28","wt01","2008/09/18 22:41:37"
"社員兼務コードビュー01","9","30","","0","0","0","0","2","","","","","","","00","0","","wt01","2008/08/29 21:35:41","wt01","2008/09/18 22:41:37"
"社員コードビュー01","1","63","社員コード","1","4","5","1","3","","TXT","テキストボックス","SB","","","00","2","オフ","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","2","192","社員名称","0","5","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","3","65","会社コード","0","0","1","1","0","","","","","","","00","0","","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","4","300","会社名称","0","0","0","0","0","","","","","","","00","0","","wt02","2009/01/06 15:03:54","wt04","2009/03/03 14:26:52"
"社員コードビュー01","5","65","部署コード","0","1","2","1","1","","TXT","テキストボックス","SB","","","00","2","オフ","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","6","122","部署名称略称","0","2","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt03","2008/08/08 18:39:34","wt04","2009/03/03 14:26:52"
"社員コードビュー01","7","0","","0","0","0","0","0","","","","","","","00","0","","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","8","252","役職名称","0","3","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","9","0","","0","0","0","0","0","","","","","","","00","0","","wt01","2008/07/03 21:08:07","wt04","2009/03/03 14:26:52"
"社員コードビュー01","10","30","","0","0","0","0","2","","","","","","","00","0","","wt01","2008/08/13 10:55:05","wt04","2009/03/03 14:26:52"
"商品コードビュー01","1","80","商品コード","1","1","3","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","2","190","商品名","0","2","1","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","3","170","商品名カナ","0","3","2","3","0","","TXT","テキストボックス","SN2","","","00","5","全角カタカナ","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","4","40","入数","0","4","0","0","0","","","","","","","14","0","","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","5","60","内容量","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 14:35:42","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","6","0","内容量","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","7","0","内容単位","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"商品コードビュー01","8","80","出荷開始日","0","6","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:34:09","lpa00","2011/04/05 11:22:04"
"単位コードビュー01","1","20","単位コード","1","1","0","0","1","","","","","","","00","0","","fsol20","2009/03/02 10:57:27","fsol20","2009/04/05 16:33:18"
"単位コードビュー01","2","60","単位名称","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol20","2009/03/02 10:57:27","fsol20","2009/04/05 16:33:18"
"定時固定払コードビュー01","1","80","支払先コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","2","150","支払先名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","3","90","定時支払番号","2","3","0","0","2","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","4","0","部署コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","5","0","支払パターンコード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","6","150","支払パターン","0","4","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","7","80","適用開始日","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","8","80","適用終了日","0","6","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","9","300","支払発生内容","0","7","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","10","0","振込指定用紙区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:36:37","lpa00","2011/04/05 14:42:58"
"定時固定払コードビュー01","11","0","対象日","0","0","3","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","lpa00","2011/03/22 14:36:48","lpa00","2011/04/05 14:42:58"
"定時請求払コードビュー01","1","50","会社","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","2","0","会社","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","3","80","支払先コード","2","2","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","4","135","支払先名","0","3","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","5","85","定時支払番号","3","4","0","0","3","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","6","0","部署コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","7","0","支払パターンコード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","8","135","支払パターン","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","9","80","適用開始日","0","6","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","10","80","適用終了日","0","7","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","11","300","支払発生内容","0","8","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:47:42","lpa00","2011/04/05 14:54:16"
"定時請求払コードビュー01","12","0","対象日","0","0","5","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","lpa00","2011/03/22 14:37:39","lpa00","2011/04/05 14:54:16"
"得意先コードビュー06","1","80","得意先コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","2","120","得意先名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","3","80","適用開始日","0","3","0","0","2","","","","","","","00","0","","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","4","80","適用終了日","0","4","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","5","0","チャネル区分","0","0","3","20","0","","CMB","コンボボックス","SB1","COD_CHANNEL_KBN04","チャネル区分04","00","0","","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","6","80","チャネル区分","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
"得意先コードビュー06","7","80","部署コード","0","6","4","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:58:12","lpa00","2011/04/05 15:17:00"
